Apps,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,PoM,Off,Based,Tck R,CA,Gls/xG,Dist/Mins,Value
14.0,90.0,187.0,88.0,28,7.11,0.0,0.2,0.0,0.35,0.25,0.07,0.29,0.92,0.5,0.14,144.2,0.82,3.0,15.0,3.21,125.0,2.0,0.0,Portugal (Liga Portugal 2),0.64,110,0.0,0.1144444444444444,137000.0
11.0,90.0,186.0,80.0,28,7.37,1.0,0.29,0.0,0.88,0.09,0.09,0.09,0.92,0.0,0.0,84.2,0.7,2.0,6.0,2.18,65.0,1.0,1.0,Belgium (1B Pro League),1.0,105,1.1363636363636365,0.085050505050505,1050000.0
11.0,90.0,180.0,79.0,30,6.93,0.0,0.6,0.0,0.87,0.11,0.0,0.09,0.93,0.33,0.0,105.8,0.83,1.0,14.0,2.36,120.0,1.0,2.0,France (National 2 Groupe C),0.55,99,0.0,0.1068686868686868,302500.0
11.0,79.45454545454545,181.0,79.0,26,6.88,1.0,0.29,0.0,0.59,0.0,0.0,1.44,0.89,0.27,0.21,120.8,0.66,1.0,17.0,0.72,18.0,0.0,1.0,Portugal (Liga Portugal 2),0.85,108,1.6949152542372885,0.1382151029748283,205000.0
11.0,91.45454545454544,194.0,85.0,26,6.92,0.0,0.0,0.0,0.77,0.0,0.0,0.27,0.94,0.0,0.0,113.5,0.92,3.0,4.0,2.59,104.0,0.0,0.0,Holland (Eredivisie),0.55,116,0.0,0.1128230616302186,880000.0
11.0,88.0,169.0,65.0,27,6.59,0.0,0.0,0.0,0.0,0.0,0.28,1.21,0.91,0.15,2.32,140.2,0.55,0.0,20.0,2.42,36.0,1.0,6.0,Italy (Serie B),0.88,110,0.0,0.1448347107438016,770000.0
15.0,81.0,197.0,84.0,26,6.77,0.0,0.0,0.0,1.11,0.3,0.15,0.81,0.94,0.66,0.15,166.3,0.75,1.0,21.0,1.33,35.0,0.0,0.0,France (Ligue 2),0.75,108,0.0,0.1368724279835391,330000.0
16.0,90.0,186.0,75.0,26,6.76,2.0,0.33,0.0,1.64,0.41,0.0,0.12,0.94,0.0,0.12,163.2,0.73,3.0,19.0,2.75,152.0,1.0,1.0,Portugal (Primeira Liga),0.94,112,1.2195121951219512,0.1133333333333333,307500.0
16.0,90.0,183.0,79.0,24,7.03,5.0,0.41,0.0,2.1,0.2,0.12,0.81,0.89,0.33,0.44,198.5,0.72,0.0,38.0,1.25,19.0,1.0,2.0,Holland (Eredivisie),0.83,121,2.380952380952381,0.1378472222222222,2475000.0
14.0,83.35714285714286,189.0,80.0,31,7.11,0.0,0.18,0.0,1.77,0.56,0.08,0.31,0.92,0.0,0.0,149.5,0.84,0.0,30.0,1.0,39.0,0.0,0.0,Portugal (Liga Portugal 2),0.83,110,0.0,0.1281062553556126,66000.0
11.0,71.81818181818181,176.0,69.0,25,6.82,0.0,0.14,0.0,1.31,0.0,0.0,1.03,0.9,0.2,0.46,109.0,0.67,1.0,14.0,1.71,13.0,0.0,0.0,Italy (Serie B),0.82,110,0.0,0.1379746835443038,1100000.0
13.0,84.15384615384616,180.0,70.0,27,6.92,2.0,0.29,0.0,2.14,0.42,0.0,0.41,0.9,0.33,0.25,149.2,0.65,0.0,10.0,2.06,10.0,0.0,0.0,Portugal (Liga Portugal 2),0.7,106,0.9345794392523364,0.136380255941499,210000.0
12.0,85.41666666666667,181.0,80.0,22,7.25,0.0,0.33,0.0,0.6,0.11,0.09,0.26,0.92,0.33,0.09,116.4,0.82,2.0,13.0,2.9,121.0,0.0,0.0,Portugal (Liga Portugal 2),0.64,112,0.0,0.1135609756097561,1275000.0
12.0,86.25,189.0,83.0,25,6.93,0.0,0.0,0.0,0.32,0.09,0.09,0.96,0.91,0.18,0.7,131.6,0.86,5.0,8.0,3.3,73.0,0.0,1.0,Austria (Admiral Bundesliga),0.88,121,0.0,0.1271497584541062,522500.0
14.0,90.0,191.0,83.0,28,7.13,0.0,0.11,0.0,0.95,0.2,0.14,0.29,0.92,0.0,0.0,152.3,0.85,3.0,14.0,2.0,130.0,1.0,0.0,Portugal (Liga Portugal 2),0.89,102,0.0,0.1208730158730158,132000.0
14.0,82.35714285714286,196.0,85.0,27,6.9,1.0,0.0,0.0,0.21,0.08,0.08,0.16,0.86,0.0,0.16,84.5,0.89,0.0,9.0,2.73,96.0,0.0,0.0,Austria (ADMIRAL 2. Liga),0.8,96,4.761904761904762,0.0732870771899392,247500.0
11.0,90.0,176.0,67.0,30,6.86,0.0,0.22,0.0,2.22,0.61,0.45,0.82,0.93,0.07,0.27,142.1,0.67,0.0,26.0,1.27,16.0,0.0,1.0,France (National 2 Groupe C),0.93,103,0.0,0.1435353535353535,385000.0
11.0,90.0,190.0,81.0,24,7.17,0.0,0.33,0.0,0.08,0.1,0.09,0.36,0.93,0.0,0.09,114.6,0.76,4.0,7.0,1.91,94.0,0.0,0.0,Holland (Eredivisie),0.74,114,0.0,0.1157575757575757,1265000.0
11.0,90.0,185.0,81.0,26,7.13,0.0,0.0,0.0,0.15,0.0,0.0,0.36,0.86,0.0,0.0,53.0,0.84,1.0,15.0,1.0,49.0,0.0,0.0,Poland (Ekstraklasa),0.8,110,0.0,0.0535353535353535,660000.0
15.0,86.66666666666667,184.0,72.0,27,6.79,0.0,0.4,0.0,0.41,0.1,0.07,0.07,0.93,0.0,0.21,147.0,0.82,7.0,12.0,1.59,108.0,0.0,0.0,Belgium (Pro League),0.76,115,0.0,0.113076923076923,880000.0
13.0,92.3076923076923,190.0,82.0,30,7.01,0.0,0.33,0.0,1.34,0.08,0.0,0.15,0.93,0.0,0.07,136.4,0.81,2.0,11.0,2.02,125.0,0.0,0.0,Holland (Eredivisie),0.64,125,0.0,0.1136666666666666,7200000.0
15.0,79.66666666666667,189.0,85.0,21,7.05,0.0,0.0,0.0,0.0,0.24,0.3,1.36,0.91,0.09,0.6,170.0,0.8,0.0,20.0,2.18,66.0,2.0,3.0,Holland (Eredivisie),0.96,127,0.0,0.1422594142259414,8800000.0
12.0,90.0,184.0,75.0,30,6.92,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.9,0.0,0.08,119.0,0.73,2.0,14.0,2.75,123.0,0.0,1.0,Belgium (Pro League),0.68,111,0.0,0.1101851851851851,385000.0
13.0,86.0,178.0,68.0,28,7.15,2.0,0.36,0.0,1.5,0.36,0.08,1.13,0.88,0.45,0.24,153.5,0.66,0.0,13.0,0.4,29.0,0.0,1.0,Portugal (Liga Portugal 2),0.74,107,1.3333333333333333,0.137298747763864,330000.0
11.0,91.0,187.0,86.0,28,6.85,0.0,0.14,0.0,0.8,0.3,0.0,0.09,0.92,0.0,0.09,107.8,0.86,3.0,8.0,2.7,92.0,0.0,1.0,Holland (Eredivisie),0.9,115,0.0,0.1076923076923076,1600000.0
14.0,90.0,186.0,75.0,26,7.16,1.0,0.21,0.0,1.26,0.25,0.21,0.14,0.82,0.0,0.0,36.5,0.78,0.0,18.0,0.86,37.0,0.0,0.0,DR Congo (Vodacom Ligue 1),1.0,105,0.7936507936507936,0.0289682539682539,715000.0
13.0,90.0,184.0,84.0,27,6.97,1.0,0.29,0.0,0.48,0.25,0.0,0.31,0.9,0.0,0.15,126.2,0.78,0.0,14.0,2.54,119.0,1.0,0.0,Portugal (Liga Portugal 2),1.0,103,2.083333333333333,0.1078632478632478,44000.0
14.0,86.0,184.0,74.0,20,6.69,0.0,0.2,0.0,0.42,0.2,0.07,0.45,0.89,0.55,0.45,165.2,0.85,0.0,12.0,1.27,31.0,0.0,1.0,Austria (Admiral Bundesliga),0.58,119,0.0,0.1372093023255813,8600000.0
14.0,89.07142857142857,184.0,82.0,32,6.89,1.0,0.15,0.0,1.25,0.14,0.0,0.29,0.92,0.5,0.14,147.9,0.8,3.0,16.0,2.09,123.0,1.0,2.0,France (Ligue 2),0.71,111,0.8,0.1186046511627907,151500.0
15.0,90.0,193.0,89.0,30,6.85,1.0,0.13,0.0,0.42,0.1,0.0,0.07,0.89,0.0,0.07,147.2,0.71,1.0,10.0,3.33,153.0,0.0,1.0,Cyprus (A' Katigorías),0.71,101,2.380952380952381,0.109037037037037,180000.0
15.0,90.0,193.0,86.0,25,7.01,0.0,0.0,0.0,0.22,0.23,0.13,0.33,0.93,0.0,0.07,156.7,0.75,3.0,7.0,2.2,129.0,2.0,1.0,Portugal (Primeira Liga),1.0,129,0.0,0.116074074074074,2200000.0
13.0,82.23076923076923,179.0,70.0,23,6.98,2.0,0.42,0.0,0.88,0.87,0.25,1.35,0.88,0.14,0.34,145.4,0.6,1.0,22.0,1.52,29.0,2.0,0.0,Portugal (Liga Portugal 2),0.8,109,2.272727272727273,0.1360149672591206,412500.0
13.0,90.0,191.0,86.0,25,7.19,2.0,0.23,0.0,2.28,0.25,0.0,0.0,0.96,0.0,0.0,128.6,0.79,3.0,14.0,3.15,115.0,1.0,0.0,Holland (Eredivisie),0.7,116,0.8771929824561404,0.1099145299145299,1210000.0
13.0,90.0,193.0,86.0,27,6.83,0.0,0.25,0.0,0.91,0.08,0.0,0.08,0.9,0.0,0.08,131.3,0.89,1.0,18.0,2.54,103.0,0.0,1.0,Belgium (1B Pro League),0.92,102,0.0,0.1122222222222222,1000000.0
13.0,85.0,188.0,79.0,25,6.9,0.0,0.4,0.0,1.79,0.16,0.33,1.63,0.84,0.09,0.98,166.5,0.47,0.0,21.0,1.95,15.0,0.0,4.0,Switzerland (Super League),0.88,118,0.0,0.1506787330316742,1537500.0
20.0,90.0,192.0,81.0,22,7.54,1.0,0.25,0.0,0.88,0.54,0.3,0.45,0.96,0.0,0.35,227.1,0.85,5.0,15.0,2.45,175.0,8.0,1.0,Austria (Admiral Bundesliga),0.92,141,1.1363636363636365,0.1261666666666666,16250000.0
16.0,84.4375,180.0,75.0,32,7.09,0.0,0.0,0.0,0.52,0.08,0.0,0.93,0.88,0.27,0.27,182.3,0.84,2.0,20.0,3.2,60.0,0.0,0.0,Belgium (Pro League),0.84,114,0.0,0.1349370836417468,550000.0
14.0,79.21428571428571,183.0,73.0,27,7.1,3.0,0.42,0.0,1.38,0.41,0.08,1.14,0.92,0.0,0.32,145.8,0.5,1.0,11.0,1.14,25.0,1.0,1.0,France (Ligue 2),0.83,112,2.173913043478261,0.1314697926059513,425000.0
11.0,85.36363636363636,191.0,80.0,30,6.72,0.0,0.0,0.0,0.01,0.19,0.0,0.1,0.93,0.0,0.1,108.8,0.77,3.0,11.0,3.55,89.0,0.0,0.0,Austria (Admiral Bundesliga),0.86,105,0.0,0.1158679446219382,467500.0
29.0,86.62068965517241,180.0,69.0,27,7.35,4.0,0.38,1.0,0.43,0.07,0.25,0.18,0.76,0.5,0.29,49.5,0.45,0.0,23.0,0.21,3.0,0.0,1.0,Sweden (Allsvenskan),0.85,127,9.30232558139535,0.0197054140127388,1600000.0
14.0,90.0,184.0,78.0,31,6.81,1.0,0.25,0.0,0.51,0.14,0.0,0.21,0.94,0.14,0.07,143.5,0.76,3.0,11.0,2.0,127.0,0.0,0.0,France (Ligue 2),0.93,112,1.96078431372549,0.1138888888888888,132000.0
12.0,88.16666666666667,181.0,78.0,27,7.12,0.0,0.0,0.0,1.19,0.0,0.09,1.45,0.91,0.27,1.28,139.3,0.75,6.0,16.0,3.15,62.0,1.0,4.0,Belgium (Pro League),0.81,114,0.0,0.1316635160680529,2300000.0
16.0,85.5625,188.0,74.0,29,7.46,2.0,0.4,0.0,0.57,0.07,0.07,0.0,0.9,0.0,0.0,89.2,0.79,0.0,15.0,1.18,66.0,3.0,1.0,Poland (Ekstraklasa),0.92,112,3.5087719298245617,0.0651570489408327,1037500.0
18.0,82.55555555555556,167.0,67.0,25,7.07,4.0,0.29,0.0,2.87,1.22,0.18,1.27,0.89,0.33,0.24,221.6,0.58,0.0,36.0,1.45,34.0,1.0,1.0,Portugal (Primeira Liga),0.65,123,1.3937282229965156,0.1491251682368775,1265000.0
11.0,78.9090909090909,185.0,89.0,23,6.72,0.0,0.14,0.0,0.7,0.1,0.0,0.21,0.95,0.0,0.0,100.3,0.86,2.0,5.0,3.01,63.0,0.0,0.0,Belgium (Pro League),0.7,113,0.0,0.115552995391705,1210000.0
43.0,92.34883720930232,187.0,86.0,26,7.36,3.0,0.3,0.0,0.77,0.03,0.07,0.11,0.84,0.33,0.05,206.8,0.85,3.0,33.0,0.75,157.0,3.0,3.0,Colombia (Categoría Primera A),0.94,125,3.896103896103896,0.0520775623268698,177500.0
20.0,87.3,176.0,70.0,28,7.29,1.0,0.2,0.0,0.33,0.0,0.05,0.46,0.85,0.2,0.21,115.3,0.57,2.0,27.0,1.29,36.0,0.0,3.0,Bosnia & Herzegovina (Liga 12),0.85,105,3.0303030303030303,0.0660366552119129,110000.0
16.0,70.8125,183.0,70.0,29,6.75,0.0,0.18,0.0,1.11,0.97,0.16,2.14,0.84,0.27,1.19,166.0,0.4,0.0,11.0,1.03,10.0,0.0,10.0,Portugal (Primeira Liga),0.88,119,0.0,0.146513680494263,1425000.0
15.0,90.0,182.0,80.0,29,6.99,1.0,0.11,0.0,0.74,0.0,0.07,0.13,0.92,1.0,0.13,152.2,0.78,5.0,13.0,3.07,141.0,1.0,3.0,France (Ligue 2),0.83,103,1.351351351351351,0.1127407407407407,38500.0
12.0,90.0,195.0,80.0,26,6.95,2.0,0.13,0.0,0.07,0.0,0.08,0.17,0.86,1.0,0.08,48.9,0.8,1.0,12.0,0.83,36.0,0.0,0.0,Poland (Ekstraklasa),0.94,110,28.57142857142857,0.0452777777777777,485000.0
18.0,89.94444444444444,183.0,72.0,29,6.65,1.0,0.33,0.0,0.1,0.0,0.06,0.22,0.87,0.13,0.17,114.7,0.83,1.0,19.0,0.89,32.0,0.0,0.0,Cyprus (A' Katigorías),0.81,116,10.0,0.0708462013588634,990000.0
31.0,89.2258064516129,178.0,70.0,32,6.82,0.0,0.29,0.0,0.95,0.13,0.07,0.75,0.89,0.2,0.52,321.1,0.78,6.0,33.0,3.12,144.0,0.0,7.0,U.S.A. (MLS),0.81,118,0.0,0.1160882140274765,2150000.0
14.0,90.0,184.0,74.0,25,7.43,2.0,0.33,0.0,0.53,0.21,0.0,0.29,0.85,0.0,0.0,75.9,0.8,0.0,14.0,1.07,4.0,1.0,0.0,Austria (ADMIRAL 2. Liga),0.83,112,3.773584905660377,0.0602380952380952,2200000.0
15.0,76.66666666666667,194.0,91.0,25,7.1,0.0,0.25,0.0,0.72,0.23,0.08,0.16,0.9,0.0,0.16,136.8,0.86,0.0,8.0,2.66,136.0,1.0,0.0,France (Ligue 2),0.91,113,0.0,0.1189565217391304,715000.0
16.0,77.8125,175.0,64.0,21,6.87,4.0,0.33,0.0,1.7,0.14,0.14,1.45,0.87,0.11,2.46,189.2,0.68,1.0,32.0,1.3,14.0,0.0,10.0,France (Ligue 2),0.89,110,2.3529411764705883,0.1519678714859437,1812500.0
17.0,90.0,178.0,73.0,28,6.84,0.0,0.18,0.0,2.36,0.4,0.06,0.53,0.91,0.21,1.29,222.3,0.72,3.0,23.0,3.0,85.0,1.0,5.0,Portugal (Primeira Liga),0.84,128,0.0,0.1452941176470588,2950000.0
24.0,90.0,194.0,106.0,25,7.16,2.0,0.25,0.0,1.62,0.08,0.04,0.21,0.93,0.66,0.25,245.1,0.82,6.0,28.0,2.04,203.0,0.0,1.0,U.S.A. (MLS),0.86,120,1.2345679012345678,0.1134722222222222,1155000.0
12.0,83.75,187.0,81.0,24,6.92,1.0,0.2,0.0,0.37,0.18,0.0,0.0,0.95,0.0,0.0,122.2,0.77,3.0,3.0,2.6,86.0,0.0,0.0,Belgium (Pro League),0.46,110,2.702702702702702,0.121592039800995,1950000.0
14.0,88.21428571428571,179.0,71.0,25,7.09,0.0,0.25,0.0,0.28,1.04,0.29,1.09,0.89,0.07,0.44,126.9,0.64,0.0,19.0,0.51,15.0,0.0,0.0,Mexico (Liga BBVA MX),0.85,121,0.0,0.1027530364372469,3525000.0
26.0,91.8076923076923,184.0,80.0,30,7.02,1.0,0.17,0.0,0.03,0.0,0.04,0.04,0.77,0.5,0.0,39.6,0.67,0.0,32.0,0.49,26.0,1.0,0.0,Colombia (Categoría Primera A),0.97,119,33.333333333333336,0.016589861751152,390000.0
11.0,103.36363636363636,177.0,75.0,29,7.38,2.0,0.4,0.0,0.38,0.0,0.16,0.08,0.78,0.0,0.08,18.4,0.83,0.0,12.0,0.24,2.0,1.0,0.0,Colombia (Categoría Primera A),0.83,123,5.2631578947368425,0.0161829375549692,275000.0
13.0,67.53846153846153,173.0,65.0,24,6.82,3.0,0.38,0.0,1.65,0.1,0.1,1.74,0.86,0.25,2.97,116.2,0.68,0.0,18.0,2.15,11.0,0.0,7.0,France (Ligue 2),0.89,110,1.8181818181818183,0.1323462414578587,605000.0
13.0,87.53846153846153,186.0,77.0,27,7.25,3.0,0.67,0.0,1.55,0.08,0.0,0.32,0.93,0.0,0.16,128.3,0.79,1.0,7.0,3.01,110.0,2.0,0.0,Switzerland (Super League),0.89,125,1.935483870967741,0.1127416520210896,3075000.0
31.0,83.96774193548387,174.0,64.0,20,6.92,4.0,0.45,0.0,3.26,0.52,0.14,0.97,0.88,0.14,0.48,292.2,0.69,1.0,28.0,1.14,40.0,1.0,1.0,Brazil (Brasileiro Série A),0.8,125,1.2269938650306749,0.1122550902804456,14500000.0
14.0,90.0,170.0,65.0,30,6.91,0.0,0.6,0.0,0.49,0.14,0.07,1.21,0.93,0.16,0.57,176.7,0.75,2.0,19.0,2.79,75.0,1.0,5.0,France (Ligue 2),0.95,113,0.0,0.1402380952380952,495000.0
13.0,79.61538461538461,186.0,72.0,23,6.95,1.0,0.22,1.0,1.86,0.26,0.0,1.48,0.82,0.29,1.04,158.4,0.5,0.0,12.0,0.96,12.0,1.0,1.0,France (Ligue 1),0.86,121,0.5376344086021505,0.1530434782608695,1700000.0
15.0,88.86666666666666,192.0,83.0,29,6.77,0.0,0.11,0.0,0.85,0.17,0.0,0.07,0.9,0.0,0.07,148.5,0.77,4.0,8.0,2.84,132.0,0.0,1.0,Cyprus (A' Katigorías),0.93,111,0.0,0.1114028507126781,880000.0
13.0,85.15384615384616,180.0,72.0,28,6.75,0.0,0.25,0.0,0.87,0.33,0.0,0.65,0.89,0.33,0.33,149.6,0.81,0.0,18.0,1.14,24.0,0.0,0.0,France (Ligue 1),0.9,108,0.0,0.1351400180668473,1762500.0
44.0,83.5,174.0,72.0,31,7.15,3.0,0.26,0.0,3.05,0.4,0.17,0.51,0.83,0.35,0.1,216.5,0.67,1.0,42.0,0.69,40.0,1.0,0.0,Colombia (Categoría Primera A),0.75,117,0.9836065573770492,0.058927599346761,455000.0
15.0,76.0,191.0,80.0,23,6.86,1.0,0.29,0.0,0.53,0.08,0.08,0.47,0.95,0.0,0.08,160.6,0.76,0.0,14.0,1.03,26.0,1.0,0.0,France (Ligue 2),0.88,119,1.8867924528301885,0.1408771929824561,3300000.0
14.0,83.64285714285714,184.0,81.0,27,6.84,0.0,0.2,0.0,0.73,0.0,0.08,0.15,0.95,0.0,0.15,141.4,0.68,1.0,13.0,2.92,112.0,0.0,0.0,France (Ligue 2),1.0,116,0.0,0.1207514944491887,715000.0
13.0,87.76923076923077,180.0,69.0,23,6.85,3.0,0.68,0.0,2.59,0.32,0.08,1.1,0.86,0.46,0.24,155.5,0.78,0.0,31.0,0.87,14.0,1.0,1.0,Switzerland (Super League),0.69,124,1.1583011583011584,0.1362839614373356,1100000.0
20.0,87.15,176.0,70.0,25,7.0,0.0,0.25,0.0,0.57,0.49,0.1,1.29,0.92,0.31,0.15,246.2,0.74,4.0,27.0,2.12,77.0,1.0,4.0,Switzerland (Super League),0.93,119,0.0,0.1412507171543316,2750000.0
15.0,90.0,195.0,85.0,28,7.22,0.0,0.29,0.0,0.45,0.0,0.07,0.13,0.94,1.0,0.07,151.4,0.91,6.0,14.0,2.13,125.0,1.0,1.0,France (Ligue 2),0.5,124,0.0,0.1121481481481481,3075000.0
16.0,87.125,186.0,80.0,25,6.89,0.0,0.5,0.0,0.46,0.17,0.06,0.19,0.95,1.0,0.19,162.9,0.72,4.0,18.0,2.39,135.0,1.0,0.0,Portugal (Primeira Liga),1.0,129,0.0,0.116857962697274,3425000.0
17.0,93.41176470588236,188.0,80.0,27,6.95,0.0,0.36,0.0,1.39,0.0,0.11,0.23,0.94,0.4,0.28,181.4,0.76,5.0,30.0,1.87,138.0,1.0,2.0,Portugal (Primeira Liga),0.6,127,0.0,0.1142317380352644,2350000.0
26.0,90.0,170.0,67.0,30,7.26,0.0,0.25,0.0,0.52,0.15,0.08,0.23,0.81,0.0,0.0,66.8,0.8,1.0,21.0,0.15,12.0,0.0,0.0,Sweden (Allsvenskan),0.92,127,0.0,0.0285470085470085,1265000.0
33.0,86.18181818181819,199.0,84.0,27,6.81,5.0,0.32,0.0,1.18,0.03,0.09,0.38,0.92,0.4,0.06,266.6,0.75,0.0,21.0,0.66,56.0,0.0,0.0,U.S.A. (MLS),0.78,111,4.237288135593221,0.0937412095639943,1537500.0
12.0,90.0,186.0,84.0,28,6.97,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.91,0.0,0.0,125.4,0.8,3.0,15.0,2.33,104.0,1.0,1.0,Belgium (Pro League),0.93,112,0.0,0.1161111111111111,715000.0
14.0,81.92857142857143,186.0,75.0,27,7.06,0.0,0.14,0.0,0.88,0.39,0.24,1.49,0.89,0.54,0.31,163.7,0.65,0.0,11.0,1.49,24.0,1.0,0.0,France (Ligue 2),0.46,115,0.0,0.142720139494333,912500.0
12.0,90.0,181.0,74.0,28,7.29,1.0,0.14,0.0,0.78,0.0,0.08,1.0,0.92,0.28,0.17,148.9,0.78,3.0,7.0,1.5,32.0,0.0,0.0,Austria (Admiral Bundesliga),0.67,119,1.282051282051282,0.1378703703703703,1487500.0
11.0,79.0,182.0,78.0,26,7.05,2.0,0.46,0.0,1.23,0.35,0.21,1.24,0.91,0.28,0.21,121.1,0.67,0.0,25.0,0.93,10.0,0.0,2.0,Italy (Serie C/B),0.71,115,1.6260162601626016,0.139355581127733,2300000.0
13.0,80.61538461538461,184.0,88.0,26,7.15,1.0,0.14,0.0,1.11,0.0,0.09,0.26,0.95,0.0,0.0,120.3,0.82,3.0,8.0,3.52,113.0,1.0,0.0,France (Ligue 2),0.94,117,0.9009009009009008,0.1147900763358778,935000.0
13.0,87.3076923076923,185.0,84.0,30,6.97,0.0,0.33,0.0,0.63,0.0,0.0,0.16,0.93,0.5,0.08,103.5,0.78,2.0,11.0,2.38,80.0,0.0,0.0,Poland (Ekstraklasa),1.0,109,0.0,0.0911894273127753,990000.0
11.0,86.36363636363636,188.0,81.0,31,6.68,1.0,0.33,0.0,0.33,0.0,0.0,0.95,0.89,0.37,0.57,121.9,0.71,5.0,14.0,3.51,59.0,1.0,1.0,Austria (Admiral Bundesliga),0.91,102,3.0303030303030303,0.1283157894736842,330000.0
12.0,90.0,190.0,78.0,29,7.39,1.0,0.38,0.0,1.63,0.0,0.08,0.17,0.95,0.0,0.0,117.8,0.86,2.0,10.0,2.92,97.0,1.0,1.0,Belgium (1B Pro League),0.69,103,0.6134969325153374,0.109074074074074,1575000.0
16.0,88.125,185.0,73.0,21,7.18,1.0,0.17,0.0,1.18,0.13,0.19,0.26,0.93,0.0,0.0,160.0,0.81,3.0,5.0,2.55,134.0,2.0,2.0,France (Ligue 2),0.92,133,0.8474576271186441,0.1134751773049645,5250000.0
16.0,85.5,193.0,88.0,24,6.83,0.0,0.07,0.0,0.98,0.13,0.07,0.79,0.93,0.0,0.0,179.6,0.7,1.0,8.0,1.64,34.0,0.0,0.0,France (Ligue 2),0.89,123,0.0,0.1312865497076023,1375000.0
14.0,87.42857142857143,183.0,73.0,28,6.89,0.0,0.0,0.0,0.36,0.37,0.0,0.96,0.9,0.35,0.29,171.3,0.77,2.0,17.0,2.79,62.0,1.0,2.0,France (Ligue 2),0.77,116,0.0,0.1399509803921568,412500.0
14.0,90.0,178.0,78.0,25,6.88,1.0,0.27,0.0,1.06,0.07,0.07,0.86,0.89,0.2,0.5,161.7,0.74,2.0,19.0,2.21,97.0,1.0,3.0,France (Ligue 2),0.68,114,0.9433962264150942,0.1283333333333333,455000.0
13.0,90.0,181.0,71.0,29,6.77,0.0,0.0,0.0,0.29,0.23,0.08,0.77,0.86,0.3,0.38,166.3,0.61,1.0,21.0,1.15,17.0,1.0,1.0,Switzerland (Super League),0.78,124,0.0,0.1421367521367521,3400000.0
20.0,87.55,189.0,89.0,28,7.4,8.0,0.64,0.71,7.45,0.07,0.0,0.05,0.97,0.5,0.26,203.0,0.79,5.0,8.0,4.42,152.0,6.0,0.0,Croatia (Prva HNL),0.8,121,1.0738255033557047,0.1159337521416333,715000.0
11.0,87.72727272727273,190.0,81.0,27,7.56,0.0,0.33,0.0,0.46,1.11,0.19,0.75,0.94,0.28,0.37,120.5,0.9,3.0,9.0,2.61,88.0,2.0,3.0,Italy (Serie C/B),0.76,118,0.0,0.1248704663212435,3075000.0
11.0,90.0,192.0,83.0,24,6.78,1.0,0.5,1.0,1.46,0.0,0.0,0.09,0.94,0.0,0.18,105.9,0.75,1.0,13.0,2.55,100.0,1.0,1.0,Belgium (Pro League),0.88,118,0.684931506849315,0.1069696969696969,6300000.0
11.0,97.1818181818182,184.0,81.0,26,7.12,0.0,0.56,0.0,1.07,0.0,0.08,0.51,0.93,0.55,0.08,127.6,0.82,1.0,7.0,2.1,104.0,0.0,0.0,France (Ligue 2),0.5,123,0.0,0.1193638914873713,2150000.0
27.0,88.37037037037037,180.0,93.0,26,6.93,3.0,0.18,0.0,0.89,0.0,0.04,0.04,0.83,0.0,0.0,95.5,0.73,0.0,30.0,0.83,73.0,1.0,1.0,Colombia (Categoría Primera A),0.97,118,3.3707865168539324,0.0400251466890192,130000.0
14.0,91.0,182.0,81.0,19,7.21,4.0,0.5,0.0,1.29,0.14,0.21,1.34,0.88,0.16,0.64,176.9,0.73,0.0,12.0,1.48,16.0,1.0,0.0,France (Ligue 2),0.92,124,3.1007751937984493,0.1388540031397174,2637500.0
13.0,82.53846153846153,184.0,78.0,22,6.83,0.0,0.14,0.0,0.68,0.17,0.0,0.0,0.93,1.0,0.34,122.2,0.8,0.0,13.0,2.68,99.0,0.0,2.0,France (Ligue 1),0.64,120,0.0,0.1138863000931966,2475000.0
14.0,90.0,186.0,80.0,30,6.81,1.0,0.27,0.0,0.67,0.21,0.0,0.0,0.87,0.28,0.29,78.4,0.77,1.0,3.0,1.07,62.0,0.0,0.0,Poland (Ekstraklasa),0.95,115,1.4925373134328357,0.0622222222222222,650000.0
15.0,83.2,173.0,70.0,30,7.26,0.0,0.22,0.0,0.73,0.72,0.36,1.37,0.9,0.66,0.36,169.0,0.68,1.0,10.0,1.15,24.0,3.0,1.0,Cyprus (A' Katigorías),0.73,125,0.0,0.1354166666666666,3250000.0
19.0,90.0,191.0,81.0,28,6.88,0.0,0.0,0.0,0.84,0.0,0.0,0.11,0.88,0.0,0.0,134.3,0.85,1.0,16.0,1.79,129.0,0.0,2.0,Poland (Ekstraklasa),0.89,120,0.0,0.0785380116959064,715000.0
13.0,86.6923076923077,192.0,87.0,30,6.78,0.0,0.25,0.0,0.3,0.1,0.0,0.08,0.93,0.0,0.08,127.5,0.78,2.0,8.0,2.72,126.0,0.0,1.0,Belgium (Pro League),0.92,114,0.0,0.1131322094055013,880000.0
13.0,86.6923076923077,192.0,87.0,30,6.78,0.0,0.25,0.0,0.3,0.1,0.0,0.08,0.93,0.0,0.08,127.5,0.78,2.0,8.0,2.72,126.0,0.0,1.0,Belgium (Pro League),0.92,114,0.0,0.1131322094055013,8400000.0
